issue,index,n_rows,n_cols,page_number,match_score,match_margin,match_source,scan_rel_path
1973_05,0,3,2,3,0.949,0.76,cells,1973/05/IMG_0054_2R.jpg
1973_05,1,7,6,54,0.96,0.6,cells,1973/05/IMG_0080_1L.jpg
1973_05,2,4,6,55,0.902,0.537,cells,1973/05/IMG_0080_2R.jpg
1973_05,3,6,8,67,0.941,0.794,cells,1973/05/IMG_0086_2R.jpg
1973_05,4,4,4,85,1.0,0.422,cells,1973/05/IMG_0095_2R.jpg
1973_05,5,7,7,89,0.884,0.395,cells,1973/05/IMG_0097_2R.jpg
1973_05,6,6,4,89,1.0,0.63,cells,1973/05/IMG_0097_2R.jpg
1973_05,7,9,5,90,1.0,0.5,cells,1973/05/IMG_0098_1L.jpg
1973_06,0,11,3,4,0.957,0.817,cells,1973/06/IMG_0105_1L.jpg
1973_06,1,6,6,18,1.0,0.75,cells,1973/06/IMG_0112_1L.jpg
1973_06,2,8,4,29,1.0,0.4,cells,1973/06/IMG_0117_2R.jpg
1973_06,3,9,6,81,1.0,0.885,cells,1973/06/IMG_0143_2R.jpg
1973_06,4,2,3,81,1.0,0.846,cells,1973/06/IMG_0143_2R.jpg
1973_07,0,6,4,30,1.0,0.5,cells,1973/07/IMG_0018_1L.jpg
1973_07,1,7,3,30,0.889,0.444,cells,1973/07/IMG_0018_1L.jpg
1973_07,2,5,4,31,0.909,0.591,cells,1973/07/IMG_0018_2R.jpg
1973_07,3,8,7,32,0.971,0.8,cells,1973/07/IMG_0019_1L.jpg
1973_07,4,14,13,63,0.909,0.227,cells,1973/07/IMG_0034_2R.jpg
1973_07,5,28,2,64,0.98,0.6,cells,1973/07/IMG_0035_1L.jpg
1973_08,0,4,2,3,0.918,0.73,cells,1973/08/IMG_0054_2R.jpg
1973_08,1,6,4,6,1.0,0.76,cells,1973/08/IMG_0056_1L.jpg
1973_08,2,9,4,9,0.964,0.75,cells,1973/08/IMG_0057_2R.jpg
1973_08,3,6,8,14,1.0,0.6,cells,1973/08/IMG_0060_1L.jpg
1973_08,4,19,17,18,0.964,0.215,cells,1973/08/IMG_0062_1L.jpg
1973_08,5,17,5,19,1.0,1.0,cells,1973/08/IMG_0062_2R.jpg
1973_08,6,27,7,22,0.943,0.823,cells,1973/08/IMG_0064_1L.jpg
1973_08,7,29,17,23,1.0,0.433,cells,1973/08/IMG_0064_2R.jpg
1973_08,8,17,6,24,1.0,1.0,cells,1973/08/IMG_0065_1L.jpg
1973_08,9,11,14,25,0.897,0.345,cells,1973/08/IMG_0065_2R.jpg
1973_08,10,6,6,27,0.919,0.73,cells,1973/08/IMG_0066_2R.jpg
1973_08,11,20,5,31,1.0,0.692,cells,1973/08/IMG_0068_2R.jpg
1973_08,12,6,7,31,1.0,0.688,cells,1973/08/IMG_0068_2R.jpg
1973_08,13,9,6,32,1.0,0.767,cells,1973/08/IMG_0069_1L.jpg
1973_08,14,9,3,41,0.947,0.474,cells,1973/08/IMG_0073_2R.jpg
1973_08,15,7,5,58,0.903,0.645,cells,1973/08/IMG_0082_1L.jpg
1973_09,0,3,2,3,0.988,0.813,cells,1973/09/IMG_0104_2R.jpg
1973_09,1,7,2,4,1.0,0.937,cells,1973/09/IMG_0105_1L.jpg
1973_09,2,9,6,10,0.933,0.7,cells,1973/09/IMG_0108_1L.jpg
1973_09,3,3,10,37,0.935,0.871,cells,1973/09/IMG_0121_2R.jpg
1973_09,4,7,4,46,1.0,0.433,cells,1973/09/IMG_0126_1L.jpg
1973_09,5,11,5,48,1.0,0.868,cells,1973/09/IMG_0127_1L.jpg
1973_09,6,6,5,51,0.977,0.674,cells,1973/09/IMG_0128_2R.jpg
1973_09,7,6,5,51,0.9,0.45,cells,1973/09/IMG_0128_2R.jpg
1973_09,8,13,6,65,0.963,0.667,cells,1973/09/IMG_0135_2R.jpg
1973_10,0,3,2,3,0.938,0.717,cells,1973/10/IMG_0159_2R.jpg
1973_10,1,13,8,6,0.96,0.44,cells,1973/10/IMG_0161_1L.jpg
1973_10,2,3,2,12,1.0,0.111,cells,1973/10/IMG_0164_1L.jpg
1973_10,3,14,4,45,1.0,0.837,cells,1973/10/IMG_0180_2R.jpg
1973_10,4,8,10,48,0.917,0.667,cells,1973/10/IMG_0182_1L.jpg
1973_10,5,4,17,51,0.867,0.6,cells,1973/10/IMG_0183_2R.jpg
1973_10,6,21,3,62,0.978,0.868,cells,1973/10/IMG_0189_1L.jpg
1973_10,7,12,16,71,1.0,0.794,cells,1973/10/IMG_0193_2R.jpg
1973_11,0,5,5,41,0.833,0.583,cells,1973/11/IMG_0228_2R.jpg
1973_11,1,5,3,47,0.926,0.667,context,1973/11/IMG_0231_2R.jpg
1973_11,2,3,7,52,1.0,0.414,cells,1973/11/IMG_0234_1L.jpg
1973_11,3,2,7,53,1.0,0.448,cells,1973/11/IMG_0234_2R.jpg
1973_11,4,4,5,67,1.0,0.667,cells,1973/11/IMG_0241_2R.jpg
1973_11,5,15,4,73,0.837,0.554,context,1973/11/IMG_0244_2R.jpg
1973_11,6,7,3,83,0.952,0.429,cells,1973/11/IMG_0249_2R.jpg
1973_11,7,2,3,84,1.0,0.059,cells,1973/11/IMG_0250_1L.jpg
1973_12,0,3,2,3,0.944,0.623,cells,1973/12/IMG_0259_2R.jpg
1973_12,1,2,2,82,1.0,0.547,cells,1973/12/IMG_0299_1L.jpg
1973_12,2,1,3,86,0.857,0.0,cells,1973/12/IMG_0301_1L.jpg
1973_12,3,29,2,83,1.0,0.819,cells,1973/12/IMG_0299_2R.jpg
1973_12,4,28,3,84,0.925,0.552,cells,1973/12/IMG_0300_1L.jpg
1973_12,5,49,3,85,0.979,0.688,cells,1973/12/IMG_0300_2R.jpg
1973_12,6,3,2,86,0.987,0.667,cells,1973/12/IMG_0301_1L.jpg
1973_12,7,5,5,87,0.908,0.529,cells,1973/12/IMG_0301_2R.jpg
1973_12,8,4,7,88,0.905,0.524,cells,1973/12/IMG_0302_1L.jpg
1973_12,9,4,5,89,0.877,0.432,cells,1973/12/IMG_0302_2R.jpg
1973_12,10,11,6,90,0.844,0.328,cells,1973/12/IMG_0303_1L.jpg
1973_12,11,3,5,91,0.879,0.362,cells,1973/12/IMG_0303_2R.jpg
1973_12,12,44,3,92,1.0,0.863,cells,1973/12/IMG_0304_1L.jpg
1973_12,13,23,3,94,1.0,0.878,cells,1973/12/IMG_0305_1L.jpg
1973_12,14,20,3,94,1.0,0.777,cells,1973/12/IMG_0305_1L.jpg
1973_12,15,15,2,94,1.0,0.848,cells,1973/12/IMG_0305_1L.jpg
1973_12,16,10,3,96,0.944,0.72,cells,1973/12/IMG_0306_1L.jpg
1973_12,17,65,3,97,1.0,0.883,cells,1973/12/IMG_0306_2R.jpg
1974_01,0,3,2,3,0.957,0.778,cells,1974/01/IMG_0004_2R.jpg
1974_01,1,7,2,37,1.0,0.588,cells,1974/01/IMG_0021_2R.jpg
1974_01,2,3,10,68,0.833,0.524,cells,1974/01/IMG_0037_1L.jpg
1974_01,3,8,5,89,0.96,0.601,cells,1974/01/IMG_0047_2R.jpg
1974_02,0,5,7,28,1.0,0.819,cells,1974/02/IMG_0067_1L.jpg
1974_02,1,15,10,38,1.0,0.833,cells,1974/02/IMG_0072_1L.jpg
1974_02,2,6,3,65,1.0,0.5,cells,1974/02/IMG_0085_2R.jpg
1974_02,3,3,7,92,1.0,0.636,cells,1974/02/IMG_0099_1L.jpg
1974_03,0,3,2,3,0.944,0.734,cells,1974/03/IMG_0104_2R.jpg
1974_03,1,3,6,55,0.943,0.714,cells,1974/03/IMG_0130_2R.jpg
1974_03,2,5,6,55,0.933,0.8,cells,1974/03/IMG_0130_2R.jpg
1974_03,3,9,6,57,1.0,0.913,cells,1974/03/IMG_0131_2R.jpg
1974_03,4,13,4,60,1.0,0.348,cells,1974/03/IMG_0133_1L.jpg
1974_03,5,5,4,61,0.941,0.059,cells,1974/03/IMG_0133_2R.jpg
1974_04,0,5,4,62,1.0,0.7,cells,1974/04/IMG_0034_1L.jpg
1974_04,1,5,11,62,0.545,0.136,cells,1974/04/IMG_0034_1L.jpg
1974_04,2,18,7,69,0.969,0.615,cells,1974/04/IMG_0037_2R.jpg
1974_04,3,12,6,70,0.886,0.314,cells,1974/04/IMG_0038_1L.jpg
1974_04,4,6,11,74,0.706,0.176,cells,1974/04/IMG_0040_1L.jpg
1974_04,5,10,7,75,0.918,0.562,cells,1974/04/IMG_0040_2R.jpg
1974_05,0,9,6,39,1.0,0.727,cells,1974/05/IMG_0072_2R.jpg
1974_05,1,6,5,49,1.0,0.769,cells,1974/05/IMG_0077_2R.jpg
1974_05,2,5,5,49,1.0,0.5,cells,1974/05/IMG_0077_2R.jpg
1974_05,3,13,5,50,1.0,0.812,cells,1974/05/IMG_0078_1L.jpg
1974_05,4,27,5,51,0.857,0.464,cells,1974/05/IMG_0078_2R.jpg
1974_05,5,22,5,51,0.906,0.656,cells,1974/05/IMG_0078_2R.jpg
1974_05,6,5,3,52,0.909,0.545,cells,1974/05/IMG_0079_1L.jpg
1974_05,7,8,5,55,1.0,0.833,cells,1974/05/IMG_0080_2R.jpg
1974_05,8,21,6,69,0.905,0.667,cells,1974/05/IMG_0087_2R.jpg
1974_05,9,29,5,74,1.0,0.839,cells,1974/05/IMG_0090_1L.jpg
1974_06,0,3,2,3,0.907,0.687,cells,1974/06/IMG_0104_2R.jpg
1974_06,1,3,11,25,0.836,0.329,context,1974/06/IMG_0115_2R.jpg
1974_06,2,2,5,29,0.942,0.692,context,1974/06/IMG_0117_2R.jpg
1974_06,3,8,4,73,0.938,0.814,cells,1974/06/IMG_0139_2R.jpg
1974_06,4,2,4,97,0.944,0.445,context,1974/06/IMG_0151_2R.jpg
1974_07,0,3,2,3,0.942,0.675,cells,1974/07/IMG_0004_2R.jpg
1974_07,1,1,9,12,0.688,0.062,cells,1974/07/IMG_0009_1L.jpg
1974_07,2,2,6,13,0.952,0.692,context,1974/07/IMG_0009_2R.jpg
1974_07,3,2,6,14,0.947,0.719,context,1974/07/IMG_0010_1L.jpg
1974_07,4,3,8,16,0.983,0.85,cells,1974/07/IMG_0011_1L.jpg
1974_07,5,8,15,26,0.914,0.828,cells,1974/07/IMG_0016_1L.jpg
1974_07,6,19,5,29,1.0,0.657,cells,1974/07/IMG_0017_2R.jpg
1974_07,7,3,4,96,0.969,0.469,cells,1974/07/IMG_0051_1L.jpg
1974_08,0,17,3,27,1.0,0.763,cells,1974/08/IMG_0066_2R.jpg
1974_08,1,4,7,58,0.778,0.444,cells,1974/08/IMG_0082_1L.jpg
1974_08,2,6,6,96,0.885,0.731,cells,1974/08/IMG_0101_1L.jpg
1974_09,0,19,4,21,0.966,0.621,cells,1974/09/IMG_0113_2R.jpg
1974_09,1,20,6,22,0.99,0.602,cells,1974/09/IMG_0114_1L.jpg
1974_09,2,13,4,45,1.0,0.723,cells,1974/09/IMG_0125_2R.jpg
1974_10,0,12,10,31,0.944,0.796,cells,1974/10/IMG_0017_2R.jpg
1974_10,1,10,4,67,1.0,0.784,cells,1974/10/IMG_0035_2R.jpg
1974_10,2,3,7,92,0.833,0.501,cells,1974/10/IMG_0048_1L.jpg
1974_10,3,2,7,92,0.6,0.151,cells,1974/10/IMG_0048_1L.jpg
1974_10,4,2,7,96,0.846,0.463,cells,1974/10/IMG_0050_1L.jpg
1974_11,0,10,6,17,1.0,0.848,cells,1974/11/IMG_0060_2R.jpg
1974_11,1,6,8,17,0.952,0.714,cells,1974/11/IMG_0060_2R.jpg
1974_11,2,6,4,18,1.0,0.833,cells,1974/11/IMG_0061_1L.jpg
1974_11,3,8,8,50,0.958,0.417,cells,1974/11/IMG_0077_1L.jpg
1974_11,4,4,5,66,1.0,0.783,cells,1974/11/IMG_0085_1L.jpg
1974_12,0,7,7,30,1.0,0.848,cells,1974/12/IMG_0117_1L.jpg
1974_12,1,5,5,31,1.0,0.6,cells,1974/12/IMG_0117_2R.jpg
1974_12,2,13,15,41,0.939,0.728,cells,1974/12/IMG_0122_2R.jpg
1974_12,3,10,8,45,0.9,0.7,cells,1974/12/IMG_0124_2R.jpg
1974_12,4,15,8,46,0.967,0.615,cells,1974/12/IMG_0125_1L.jpg
1974_12,5,6,5,49,0.909,0.697,cells,1974/12/IMG_0126_2R.jpg
1974_12,6,6,5,50,0.833,0.583,cells,1974/12/IMG_0127_1L.jpg
1975_01,0,3,2,3,0.885,0.668,cells,1975/01/IMG_0004_2R.jpg
1975_01,1,5,4,15,1.0,0.571,cells,1975/01/IMG_0010_2R.jpg
1975_01,2,2,14,42,0.921,0.753,context,1975/01/IMG_0024_1L.jpg
1975_01,3,1,8,43,0.667,0.333,cells,1975/01/IMG_0024_2R.jpg
1975_01,4,6,4,45,1.0,0.609,cells,1975/01/IMG_0025_2R.jpg
1975_01,5,10,5,47,0.957,0.717,cells,1975/01/IMG_0026_2R.jpg
1975_01,6,7,8,72,0.88,0.721,cells,1975/01/IMG_0039_1L.jpg
1975_01,7,7,4,75,1.0,0.692,cells,1975/01/IMG_0040_2R.jpg
1975_02,0,13,3,4,0.963,0.833,cells,1975/02/IMG_0054_1L.jpg
1975_02,1,13,5,32,0.971,0.707,cells,1975/02/IMG_0068_1L.jpg
1975_02,2,14,7,33,0.982,0.825,cells,1975/02/IMG_0068_2R.jpg
1975_02,3,16,6,35,0.984,0.672,cells,1975/02/IMG_0069_2R.jpg
1975_02,4,4,5,37,1.0,0.579,cells,1975/02/IMG_0070_2R.jpg
1975_02,5,31,5,46,0.963,0.889,cells,1975/02/IMG_0075_1L.jpg
1975_02,6,4,3,65,0.921,0.697,context,1975/02/IMG_0084_2R.jpg
1975_02,7,1,6,66,0.807,0.506,context,1975/02/IMG_0085_1L.jpg
1975_02,8,1,8,66,0.667,0.333,cells,1975/02/IMG_0085_1L.jpg
1975_02,9,1,10,67,0.5,0.1,cells,1975/02/IMG_0085_2R.jpg
1975_02,10,8,9,67,1.0,0.842,cells,1975/02/IMG_0085_2R.jpg
1975_02,11,7,7,67,0.929,0.786,cells,1975/02/IMG_0085_2R.jpg
1975_02,12,2,4,93,1.0,0.647,cells,1975/02/IMG_0098_2R.jpg
1975_03,0,3,2,3,0.963,0.764,cells,1975/03/IMG_0103_2R.jpg
1975_03,1,5,5,80,1.0,0.727,cells,1975/03/IMG_0142_1L.jpg
1975_03,2,8,3,81,1.0,0.7,cells,1975/03/IMG_0142_2R.jpg
1975_04,0,3,2,3,0.965,0.78,cells,1975/04/IMG_0004_2R.jpg
1975_04,1,9,5,85,0.951,0.83,cells,1975/04/IMG_0045_2R.jpg
1975_05,0,3,2,3,0.956,0.692,cells,1975/05/IMG_0054_2R.jpg
1975_05,1,7,5,21,0.818,0.41,cells,1975/05/IMG_0063_2R.jpg
1975_05,2,2,2,85,1.0,0.333,context,1975/05/IMG_0095_2R.jpg
1975_05,3,3,4,85,0.9,0.2,cells,1975/05/IMG_0095_2R.jpg
1975_05,4,3,9,85,0.742,0.226,cells,1975/05/IMG_0095_2R.jpg
1975_05,5,4,9,86,0.778,0.407,cells,1975/05/IMG_0096_1L.jpg
1975_05,6,4,6,86,0.96,0.32,cells,1975/05/IMG_0096_1L.jpg
1975_05,7,5,9,87,0.851,0.234,cells,1975/05/IMG_0096_2R.jpg
1975_05,8,3,2,88,0.929,0.214,context,1975/05/IMG_0097_1L.jpg
1975_06,0,5,14,18,0.6,0.3,cells,1975/06/IMG_0112_1L.jpg
1975_06,1,5,13,20,0.789,0.632,cells,1975/06/IMG_0113_1L.jpg
1975_06,2,9,3,51,0.964,0.679,cells,1975/06/IMG_0128_2R.jpg
1975_06,3,15,4,67,0.967,0.626,cells,1975/06/IMG_0136_2R.jpg
1975_06,4,2,22,71,1.0,0.6,cells,1975/06/IMG_0138_2R.jpg
1975_06,5,3,8,71,0.778,0.279,cells,1975/06/IMG_0138_2R.jpg
1975_07,0,19,3,4,0.975,0.798,cells,1975/07/IMG_0005_1L.jpg
1975_07,1,6,8,7,0.857,0.643,cells,1975/07/IMG_0006_2R.jpg
1975_07,2,3,6,8,0.938,0.312,cells,1975/07/IMG_0007_1L.jpg
1975_07,3,2,5,9,1.0,0.5,cells,1975/07/IMG_0007_2R.jpg
1975_07,4,9,5,35,0.933,0.667,cells,1975/07/IMG_0020_2R.jpg
1975_07,5,10,8,42,0.881,0.738,cells,1975/07/IMG_0024_1L.jpg
1975_07,6,14,5,44,0.942,0.797,cells,1975/07/IMG_0025_1L.jpg
1975_07,7,4,4,45,1.0,0.5,cells,1975/07/IMG_0025_2R.jpg
1975_07,8,9,4,50,1.0,0.909,cells,1975/07/IMG_0028_1L.jpg
1975_07,9,7,7,55,1.0,0.969,cells,1975/07/IMG_0030_2R.jpg
1975_07,10,4,10,69,0.727,0.365,cells,1975/07/IMG_0038_2R.jpg
1975_07,11,3,3,72,0.929,0.429,cells,1975/07/IMG_0040_1L.jpg
1975_07,12,2,4,96,0.778,0.333,cells,1975/07/IMG_0052_1L.jpg
1975_08,0,4,7,39,0.853,0.541,cells,1975/08/IMG_0073_2R.jpg
1975_08,1,14,6,41,0.889,0.611,cells,1975/08/IMG_0074_2R.jpg
1975_08,2,8,7,41,0.8,0.289,cells,1975/08/IMG_0074_2R.jpg
1975_08,3,11,6,42,1.0,0.6,cells,1975/08/IMG_0075_1L.jpg
1975_08,4,6,10,52,1.0,0.385,cells,1975/08/IMG_0080_1L.jpg
1975_09,0,15,8,11,0.978,0.734,cells,1975/09/IMG_0109_2R.jpg
1975_09,1,8,5,51,1.0,0.876,cells,1975/09/IMG_0129_2R.jpg
1975_09,2,3,6,62,1.0,0.584,cells,1975/09/IMG_0135_1L.jpg
1975_10,0,3,2,3,0.924,0.686,cells,1975/10/IMG_0004_2R.jpg
1975_10,1,6,6,32,0.978,0.867,cells,1975/10/IMG_0019_1L.jpg
1975_10,2,2,5,59,1.0,0.456,cells,1975/10/IMG_0032_2R.jpg
1975_10,3,10,3,60,0.923,0.616,cells,1975/10/IMG_0033_1L.jpg
1975_10,4,10,2,60,1.0,0.701,cells,1975/10/IMG_0033_1L.jpg
1975_10,5,7,7,63,0.92,0.76,cells,1975/10/IMG_0034_2R.jpg
1975_11,0,6,5,27,1.0,0.609,cells,1975/11/IMG_0066_2R.jpg
1975_11,1,10,7,36,1.0,0.778,cells,1975/11/IMG_0071_1L.jpg
1975_11,2,13,5,70,1.0,0.824,cells,1975/11/IMG_0088_1L.jpg
1975_11,3,5,4,73,0.979,0.625,context,1975/11/IMG_0089_2R.jpg
1975_11,4,16,5,75,1.0,0.817,cells,1975/11/IMG_0090_2R.jpg
1975_11,5,2,7,97,1.0,0.786,cells,1975/11/IMG_0101_2R.jpg
1975_11,6,4,6,97,1.0,0.818,cells,1975/11/IMG_0101_2R.jpg
1975_12,0,3,2,4,0.986,0.784,cells,1975/12/IMG_0105_1L.jpg
1975_12,1,9,5,36,0.921,0.738,cells,1975/12/IMG_0121_1L.jpg
1975_12,2,6,3,91,1.0,0.715,cells,1975/12/IMG_0148_2R.jpg
1976_01,0,2,5,24,0.771,0.601,cells,1976/01/IMG_0015_1L.jpg
1976_01,1,7,5,73,1.0,0.407,cells,1976/01/IMG_0039_2R.jpg
1976_02,0,2,2,2,0.7,0.4,context,1976/02/IMG_0054_1L.jpg
1976_02,1,5,5,33,1.0,0.847,cells,1976/02/IMG_0069_2R.jpg
1976_03,0,23,5,33,0.988,0.506,cells,1976/03/IMG_0119_2R.jpg
1976_04,0,3,3,35,0.97,0.849,cells,1976/04/IMG_0020_2R.jpg
1976_04,1,7,7,36,0.941,0.588,cells,1976/04/IMG_0021_1L.jpg
1976_04,2,10,8,38,1.0,0.851,cells,1976/04/IMG_0022_1L.jpg
1976_04,3,2,8,67,0.955,0.455,context,1976/04/IMG_0036_2R.jpg
1976_04,4,2,10,67,1.0,0.708,cells,1976/04/IMG_0036_2R.jpg
1976_04,5,7,9,68,0.853,0.5,cells,1976/04/IMG_0037_1L.jpg
1976_04,6,12,4,69,1.0,0.829,cells,1976/04/IMG_0037_2R.jpg
1976_04,7,12,5,69,0.975,0.8,cells,1976/04/IMG_0037_2R.jpg
1976_04,8,6,5,70,1.0,0.469,cells,1976/04/IMG_0038_1L.jpg
1976_04,9,9,4,71,1.0,0.5,cells,1976/04/IMG_0038_2R.jpg
1976_04,10,12,7,72,1.0,0.622,cells,1976/04/IMG_0039_1L.jpg
1976_05,0,20,5,22,1.0,0.763,cells,1976/05/IMG_0064_1L.jpg
1976_05,1,4,5,32,1.0,0.637,cells,1976/05/IMG_0069_1L.jpg
1976_05,2,5,3,37,1.0,0.615,cells,1976/05/IMG_0071_2R.jpg
1976_05,3,3,8,46,0.714,0.214,cells,1976/05/IMG_0076_1L.jpg
1976_05,4,2,6,46,0.929,0.786,context,1976/05/IMG_0076_1L.jpg
1976_05,5,5,6,74,1.0,0.417,cells,1976/05/IMG_0090_1L.jpg
1976_06,0,12,2,4,0.943,0.751,cells,1976/06/IMG_0105_1L.jpg
1976_06,1,7,5,42,0.906,0.688,cells,1976/06/IMG_0124_1L.jpg
1976_06,2,4,10,85,0.963,0.853,cells,1976/06/IMG_0145_2R.jpg
1976_07,0,7,3,20,1.0,0.738,cells,1976/07/IMG_0013_1L.jpg
1976_07,1,5,4,43,1.0,0.706,cells,1976/07/IMG_0024_2R.jpg
1976_07,2,11,3,72,0.956,0.578,cells,1976/07/IMG_0039_1L.jpg
1976_07,3,10,3,73,0.929,0.393,cells,1976/07/IMG_0039_2R.jpg
1976_07,4,8,3,74,0.95,0.25,cells,1976/07/IMG_0040_1L.jpg
1976_07,5,10,3,74,0.952,0.429,cells,1976/07/IMG_0040_1L.jpg
1976_07,6,20,7,75,0.944,0.639,cells,1976/07/IMG_0040_2R.jpg
1976_08,0,8,5,8,1.0,0.652,cells,1976/08/IMG_0057_1L.jpg
1976_08,1,6,14,28,0.949,0.879,cells,1976/08/IMG_0067_1L.jpg
1976_08,2,6,4,41,1.0,0.474,cells,1976/08/IMG_0073_2R.jpg
1976_08,3,5,3,67,0.921,0.667,cells,1976/08/IMG_0086_2R.jpg
1976_08,4,11,3,67,0.914,0.5,cells,1976/08/IMG_0086_2R.jpg
1976_08,5,2,2,70,0.911,0.62,cells,1976/08/IMG_0088_1L.jpg
1976_08,6,17,7,75,0.875,0.47,cells,1976/08/IMG_0090_2R.jpg
1976_08,7,12,4,78,1.0,0.8,cells,1976/08/IMG_0092_1L.jpg
1976_09,0,3,2,3,0.955,0.743,cells,1976/09/IMG_0104_2R.jpg
1976_09,1,10,8,8,0.961,0.902,cells,1976/09/IMG_0107_1L.jpg
1976_09,2,2,8,15,0.75,0.438,cells,1976/09/IMG_0110_2R.jpg
1976_10,0,9,4,7,1.0,0.681,cells,1976/10/0070_2R.jpg
1976_10,1,53,3,31,1.0,0.789,cells,1976/10/0190_2R.jpg
1976_10,2,6,7,62,1.0,0.684,cells,1976/10/0350_1L.jpg
1976_10,3,8,6,63,1.0,0.478,cells,1976/10/0350_2R.jpg
1976_10,4,14,9,74,0.941,0.266,cells,1976/10/0410_1L.jpg
1976_10,5,12,7,77,0.929,0.25,cells,1976/10/0420_2R.jpg
1976_10,6,12,5,79,0.958,0.208,cells,1976/10/0430_2R.jpg
1976_11,0,12,13,38,0.99,0.902,cells,1976/11/0200_1L.jpg
1976_11,1,6,8,39,1.0,0.5,cells,1976/11/0200_2R.jpg
1976_11,2,12,7,70,1.0,0.583,cells,1976/11/0360_1L.jpg
1976_11,3,29,8,72,0.97,0.788,cells,1976/11/0370_1L.jpg
1976_11,4,3,5,74,0.971,0.618,context,1976/11/0380_1L.jpg
1976_11,5,18,4,77,1.0,0.849,cells,1976/11/0390_2R.jpg
1976_12,0,3,2,4,0.958,0.705,cells,1976/12/0030_1L.jpg
1976_12,1,8,4,23,1.0,0.5,cells,1976/12/0120_2R.jpg
1976_12,2,4,8,24,1.0,0.538,cells,1976/12/0130_1L.jpg
1976_12,3,12,5,25,1.0,0.667,cells,1976/12/0130_2R.jpg
1976_12,4,7,18,26,0.85,0.4,cells,1976/12/0140_1L.jpg
1976_12,5,2,11,27,1.0,0.5,cells,1976/12/0140_2R.jpg
1976_12,6,2,6,56,1.0,0.87,cells,1976/12/0290_1L.jpg
1976_12,7,7,4,58,1.0,0.75,cells,1976/12/0300_1L.jpg
1976_12,8,5,3,58,1.0,0.333,cells,1976/12/0300_1L.jpg
1976_12,9,8,4,67,0.949,0.873,cells,1976/12/0340_2R.jpg
